review_profilename,beer_beerid,beer_name,beer_abv,beer_style,review_overall,review_aroma,review_appearance,review_palate,review_taste
duhrider,17625,Heavy Seas - Red Sky At Night (Saison Ale),7.5,Saison / Farmhouse Ale,3.0,4.0,3.5,3.0,4.0
Dertbert,3279,Irish Ale,5.8,Irish Red Ale,5.0,4.0,3.0,4.5,4.5
bbeane,61351,Saison Du BUFF,6.8,Saison / Farmhouse Ale,4.0,4.0,3.0,3.5,4.0
MuenchenerKindl,202,Einbecker Mai-Ur-Bock,6.5,Maibock / Helles Bock,4.0,4.0,4.0,4.5,4.0
wnhay,24071,Gonzo Imperial Porter,9.2,Baltic Porter,4.0,3.5,4.0,4.5,4.5
teetotaler,33639,Cocoa Porter Winter Warmer,5.7,American Porter,2.5,1.5,4.0,4.0,3.0
smcolw,25759,Samuel Adams Utopias,27.0,American Strong Ale,3.5,4.0,4.0,4.5,4.0
HopHead84,56346,Solar Trans Amplifier,5.0,Herbed / Spiced Beer,4.0,4.0,3.5,4.0,4.0
yeahnatenelson,49838,Squall IPA,9.0,American Double / Imperial IPA,2.5,2.5,4.0,2.5,2.5
Nerudamann,57252,Samuel Adams Latitude 48 IPA,6.0,American IPA,3.5,4.0,3.5,3.5,4.0
rarbring,51339,ESPRESSO Superior Coffee Beer,4.2,English Porter,3.0,3.0,3.5,3.0,3.5
jdg204,28536,Circus Boy,4.4,American Pale Wheat Ale,3.5,4.0,4.0,3.5,4.0
cavedave,28318,Captain's Reserve Imperial IPA,9.0,American Double / Imperial IPA,4.5,4.0,4.5,4.0,4.0
pokesbeerdude,51785,Squatters Hop Rising,9.0,American Double / Imperial IPA,4.0,4.0,4.0,3.5,4.5
smcolw,54211,I Beat YoU,9.75,American Double / Imperial IPA,4.0,4.5,4.0,4.0,4.0
MrHungryMonkey,35790,Stormcloud IPA,6.0,American IPA,3.5,4.0,4.5,4.0,3.5
Gavage,8789,Stone 03.03.03 Vertical Epic Ale,8.5,Belgian Strong Dark Ale,3.5,4.0,3.5,4.0,4.0
Mayhem976,42723,Espresso Oak Aged Yeti Imperial Stout,9.5,American Double / Imperial Stout,5.0,4.5,4.0,5.0,5.0
BigB415,5490,Dark Horse One Oatmeal Stout Ale,8.0,Oatmeal Stout,3.5,3.0,3.5,3.0,3.5
mmva321,236,Hobgoblin,5.2,English Brown Ale,3.5,4.0,3.5,2.5,4.5
Gusler,17012,Radegast Originál,4.0,Czech Pilsener,2.5,2.5,3.0,2.5,2.5
UnionMade,14732,Edition 2004,10.5,Belgian Strong Pale Ale,4.0,4.0,4.5,4.0,4.5
woemad,8297,Samuel Adams White Ale,5.2,Witbier,3.5,3.5,4.0,3.5,3.5
SaucyJack,20805,Gouyasse Triple,9.0,Tripel,3.5,4.5,4.0,4.0,3.5
roadhouse,875,Old Engine Oil,6.0,English Porter,4.0,3.5,4.0,4.0,4.0
brdc,36198,Pannepøt - Old Monk's Ale,10.0,Quadrupel (Quad),5.0,5.0,4.5,5.0,5.0
Gusler,966,Pike Street XXXXX Stout,7.0,American Stout,4.0,4.5,4.0,4.0,4.5
feloniousmonk,20,Old Izaak,5.0,Extra Special / Strong Bitter (ESB),4.5,4.0,4.0,4.5,4.0
RblWthACoz,38705,Zinnebir,6.0,Belgian Pale Ale,4.0,3.5,4.0,4.0,4.5
Beefeater57,32575,Bohemian Black Lager,4.9,Schwarzbier,3.0,4.0,4.0,3.0,3.5
chodinheaven,4083,Stone Ruination IPA,7.7,American Double / Imperial IPA,4.5,4.5,4.5,5.0,4.5
JBogan,8555,Weltenburger Pils,4.9,German Pilsener,4.0,2.5,2.0,4.0,4.0
JAXSON,71823,Export Lager,5.3,Dortmunder / Export Lager,4.5,4.0,4.5,4.0,4.0
cncbofh,205,Snake Dog IPA,7.1,American IPA,3.0,3.0,3.5,4.0,2.5
SQNfan,4083,Stone Ruination IPA,7.7,American Double / Imperial IPA,4.0,4.5,4.0,4.0,4.0
Gueuzedude,46983,Saison De Lente,6.5,Saison / Farmhouse Ale,4.0,4.5,4.0,3.5,4.0
mmmmBEEEER,6073,Merry Monks' Ale,9.3,Tripel,4.0,4.0,4.0,4.0,4.0
BeerLover99,244,Grozet Gooseberry & Wheat Ale,5.0,Scottish Gruit / Ancient Herbed Ale,4.0,4.0,3.5,4.0,4.0
afksports,42474,Lips Of Faith - Eric's Ale,7.0,American Wild Ale,4.5,4.0,4.5,4.0,4.5
ZimZamZoom,3989,Mountain Lager,4.5,Dortmunder / Export Lager,4.0,4.0,4.0,3.5,4.0
goochpunch,35134,Pecan Harvest Ale,5.0,American Brown Ale,2.5,3.0,3.5,3.0,2.5
northaustin,20931,Old Ruffian Barley Wine,10.2,American Barleywine,4.5,5.0,4.0,4.0,4.0
Halcyondays,46290,Jack D'or,6.4,Saison / Farmhouse Ale,4.0,4.0,4.0,3.5,3.5
jzeilinger,25851,Brooklyn Blast Pale Ale,8.0,American Double / Imperial IPA,4.5,4.0,4.0,4.0,4.5
IronDjinn,17190,Natural Blonde Organic Pilsener,4.5,German Pilsener,4.0,3.0,4.5,4.0,3.5
dankbrew21,1094,Bell's Oberon Ale,5.8,American Pale Wheat Ale,4.5,3.0,3.0,4.0,4.5
AgentZero,58695,Hop In The Dark Cascadian Dark Ale,6.9,American Black Ale,3.0,3.5,4.0,4.0,4.0
CRJMellor,254,Ipswich Winter Ale,6.2,Old Ale,3.5,3.5,4.0,3.5,3.5
armock,2212,Jever Pilsener,4.9,German Pilsener,3.0,2.5,4.0,3.0,2.5
scottyshades,5571,Kalik Gold,7.0,American Adjunct Lager,3.5,3.5,3.5,3.5,3.0
gskitt,9086,120 Minute IPA,18.0,American Double / Imperial IPA,2.5,4.0,4.5,3.0,4.0
mltobin,409,Scrimshaw Pilsner,4.4,German Pilsener,4.0,3.5,3.5,4.0,3.5
meadhead,142,Ommegang (Abbey Ale),8.5,Dubbel,4.5,4.0,4.0,3.5,3.5
Kegatron,61168,Devious,9.0,Pumpkin Ale,4.0,3.0,2.0,4.0,3.5
rowew,27354,Winter's Bourbon Cask Ale,6.0,Winter Warmer,3.0,3.5,3.5,3.0,3.5
rtepiak,6073,Merry Monks' Ale,9.3,Tripel,3.5,3.5,4.5,4.0,4.0
woodychandler,39236,HopArt IPA,7.7,American IPA,3.5,3.5,4.0,4.0,3.5
nrpellegrini,19667,Heavy Seas - Peg Leg (Imperial Stout),8.0,Russian Imperial Stout,2.0,3.0,3.0,3.0,3.0
LuxBuddy,5454,Mort Subite Kriek,4.5,Lambic - Fruit,4.0,4.0,3.5,3.5,4.0
stcules,31425,Hacker-Pschorr Münchner Gold,5.5,Munich Helles Lager,3.5,2.5,3.0,3.0,3.0
rrwiltse,19306,Calabaza Blanca,4.8,Witbier,5.0,5.0,5.0,4.5,5.0
PHawk,1769,Alaskan Smoked Porter,6.5,American Porter,4.0,4.0,4.0,3.5,4.5
jwc215,34575,Lubelska,6.2,Czech Pilsener,3.5,3.0,3.5,3.5,3.0
wailingwench,6314,Kells Irish Style Lager,5.0,Euro Pale Lager,5.0,4.5,2.5,4.5,5.0
Suzilla,23155,Saranac Summer Ale,4.7,American Pale Wheat Ale,2.5,3.0,4.0,3.0,2.5
ckeegan04,8919,G'Knight Imperial Red Ale,8.7,American Double / Imperial IPA,3.5,3.5,4.0,3.5,3.5
prototypic,7697,Dark Horse Fore Smoked Stout,8.0,Smoked Beer,4.0,4.0,4.0,4.0,4.5
burnstar,577,Samuel Smith's Winter Welcome Ale,6.0,Winter Warmer,3.5,3.0,4.0,4.0,4.0
illidurit,40678,Jurassian Imperial Stout (Cuvée Alex Le Rouge),10.28,American Double / Imperial Stout,4.0,4.0,4.0,4.0,4.5
MMAJYK,1374,Summit Extra Pale Ale,5.3,English Pale Ale,4.0,3.5,3.5,4.0,3.5
HardTarget,1696,Trappistes Rochefort 8,9.2,Dubbel,5.0,5.0,4.5,5.0,5.0
WakeandBake,35738,Hop Stoopid,8.0,American Double / Imperial IPA,4.0,4.5,4.0,4.0,4.0
afksports,66641,Arbor Brewing Michael Faricy's Stout,4.5,Irish Dry Stout,3.0,3.5,3.0,3.5,3.0
emericanchaos,92,Arrogant Bastard Ale,7.2,American Strong Ale,4.0,4.0,3.0,4.5,4.5
BuckeyeNation,55317,John John Dead Guy Ale,6.4,Maibock / Helles Bock,4.0,3.0,4.0,4.0,3.5
tone77,54255,Victoria Frost,4.9,American Pale Lager,3.0,3.5,2.5,3.0,3.0
TheKingofWichita,52633,Samuel Adams Coastal Wheat,5.3,American Pale Wheat Ale,2.0,1.5,2.0,2.0,2.0
edbeered,17637,Summit Oatmeal Stout,4.7,Oatmeal Stout,5.0,4.0,5.0,4.5,4.5
marc77,9375,Greenshields Stout,5.9,American Stout,3.5,3.0,3.5,2.5,2.5
blitheringidiot,6947,Cuvée Van De Keizer Blauw (Blue),11.0,Belgian Strong Dark Ale,3.0,4.5,4.5,4.0,4.5
drtth,2011,Hofbräu Oktoberfestbier,6.3,Märzen / Oktoberfest,4.0,3.5,3.5,3.5,3.5
BierFan,36418,Warhawk Pale Ale,7.3,American Pale Ale (APA),3.5,3.5,3.5,4.0,3.0
ShogoKawada,1339,Hazelnut Brown Nectar,6.2,American Brown Ale,4.5,4.5,4.0,4.5,4.5
simonjohansson,46748,Nils Oscar Julöl 2008,7.7,Scotch Ale / Wee Heavy,4.5,4.0,4.0,4.0,4.5
Arenbeer,63491,A Saison Darkly (Import Series Vol. #2),8.0,Saison / Farmhouse Ale,4.0,3.5,4.0,3.5,4.0
Ellbert,581,Snake River Lager,4.8,Vienna Lager,2.5,3.0,4.0,2.5,2.5
Kensai,672,Chimay Première (Red),7.0,Dubbel,4.0,4.0,4.0,5.0,4.0
prdstmnky,62416,Scratch Beer 35 - 2010 (Fresh Hop Ale),7.2,American IPA,5.0,4.0,4.0,4.5,5.0
TheDeuce,2526,Highland Gaelic Ale,5.8,American Amber / Red Ale,3.0,3.0,3.0,3.0,3.0
david18,2671,Sierra Nevada Bigfoot Barleywine Style Ale,9.6,American Barleywine,3.5,3.5,3.5,3.5,3.5
Tilley4,104,Samuel Adams Boston Lager,4.9,Vienna Lager,4.0,3.5,4.0,4.0,4.5
jdubjacket,155,Gulden Draak (Dark Triple),10.5,Belgian Strong Dark Ale,4.0,4.5,4.5,4.0,5.0
phisig137,13724,Bell's Batch 6000,10.5,American Barleywine,3.5,5.0,4.5,4.0,4.5
VaTechHopHead,52723,Pumpkin Ale,8.0,Pumpkin Ale,4.0,4.0,3.0,3.5,4.0
NeutroMan,101,Samuel Adams Winter Lager,5.5,Bock,4.0,3.5,3.5,4.0,4.5
vancurly,32619,Gage Roads India Pale Ale,5.1,English India Pale Ale (IPA),3.5,4.0,3.0,3.5,4.0
Dogbrick,34831,Columbus Barley Wine,9.0,American Barleywine,4.0,4.0,4.0,4.0,4.0
NeVeRsPiLLaBeEr,68879,Rembrandt,6.4,American Porter,4.5,4.5,4.5,5.0,4.5
jujubeast6000,102,Samuel Adams Octoberfest,5.3,Märzen / Oktoberfest,2.5,2.0,3.0,2.0,2.5
colts9016,234,Hacker-Pschorr Oktoberfest-Märzen,5.8,Märzen / Oktoberfest,4.0,4.0,4.0,3.5,4.5
ReDave,34909,Stone Old Guardian Barley Wine Style Ale 2007,11.26,American Barleywine,4.0,4.0,4.0,4.5,4.5
Vdubb86,16673,Moon Over Brabant,5.2,Belgian Pale Ale,4.0,3.5,4.0,3.5,4.0
mikesgroove,862,Harp Lager,5.0,Euro Pale Lager,3.0,2.0,2.5,3.0,2.5
mtstatebeer,53146,Terrapin Pumpkinfest,6.1,Fruit / Vegetable Beer,4.0,3.5,3.0,3.5,3.5
Travlr,42001,Catherine The Great,10.0,Russian Imperial Stout,3.5,2.5,3.5,4.0,4.0
spaceranger,6108,60 Minute IPA,6.0,American IPA,4.0,4.0,4.0,4.0,4.0
Halcyondays,63152,30th Anniversary - Grand Cru,9.2,American Strong Ale,3.5,3.5,4.0,4.5,4.0
jeff1973,1158,Pride & Joy Mild Ale,5.0,American Pale Ale (APA),4.0,4.0,4.0,4.5,4.0
PopeJonPaul,1115,Lion Stout,8.8,Foreign / Export Stout,4.0,3.5,4.0,4.0,3.5
rye726,103,Samuel Adams Summer Ale,5.3,American Pale Wheat Ale,2.0,1.5,4.0,2.0,1.0
Billolick,73533,Big Apple IPA,7.0,American IPA,4.0,4.0,4.5,4.0,4.0
tdm168,6302,Presque Isle Pilsner,4.2,German Pilsener,3.0,3.0,3.5,3.5,3.0
PSUDREW,1487,Wild Goose Oatmeal Stout,5.9,Oatmeal Stout,4.0,4.0,3.5,4.5,4.0
treyrab,30448,Incubus,10.3,Tripel,4.0,4.0,4.0,4.0,4.0
dyan,56467,Lot No6 Double India Pale Ale,9.3,American Double / Imperial IPA,3.5,4.5,4.0,4.0,4.0
champ103,1120,Shipyard Export Ale,5.0,American Blonde Ale,3.0,3.0,3.5,2.5,2.5
Anthony1,30288,Double Simcoe IPA,9.0,American Double / Imperial IPA,3.5,4.0,3.5,3.5,3.5
Fatduck,17060,Hercules Double IPA,10.0,American Double / Imperial IPA,3.0,4.0,5.0,4.0,4.5
objectivemonkey,1717,Saison Dupont,6.5,Saison / Farmhouse Ale,4.5,4.0,5.0,4.5,4.5
cbl2,14430,La Choulette De Noël,7.0,Bière de Garde,4.5,4.0,4.0,4.0,4.0
steveganz,29619,Sculpin India Pale Ale,7.0,American IPA,5.0,4.0,4.0,4.5,5.0
allengarvin,46749,Samuel Smith's Yorkshire Stingo,9.0,English Strong Ale,4.5,4.5,4.0,4.0,4.5
Andy1618,2838,Marin Star Brew-Triple Wheat Ale,9.2,Wheatwine,3.5,5.0,4.0,4.0,4.5
danielocean03,1965,Heavy Handed IPA,6.7,American IPA,4.5,4.0,4.0,4.0,4.5
Duhast500,184,Smuttynose Old Brown Dog Ale,6.5,American Brown Ale,3.5,3.5,3.5,3.5,3.5
smibroncos,2151,Tire Bite Golden Ale,5.1,Kölsch,3.0,2.5,3.0,4.0,2.5
fullsweep,65,Budweiser,5.0,American Adjunct Lager,2.0,2.0,2.0,2.5,2.5
brewbubba1,1934,Schneider Aventinus Weizen-Eisbock,12.0,Eisbock,4.5,4.5,4.0,4.5,4.0
tigg924,18515,White Mountain Raspberry Weasel Wheat,4.13,Fruit / Vegetable Beer,4.0,3.5,3.5,3.5,4.0
BEERchitect,1441,Young's Old Nick Barley Wine Ale,7.2,English Barleywine,4.5,4.0,4.0,3.5,4.0
BamaBeerBuff,56973,Shakespeare Oatmeal Stout,6.1,Oatmeal Stout,4.0,4.0,4.5,4.5,5.0
Fish113d,28750,Heinnieweisse Weissebier,4.9,Hefeweizen,4.0,4.0,4.0,4.0,3.0
boogles,1093,Two Hearted Ale,7.0,American IPA,5.0,4.5,4.5,5.0,4.5
Greggy,1246,Schell's Pils,5.6,German Pilsener,3.5,4.0,4.5,3.5,3.0
foXXtail,248,Hoegaarden Original White Ale,4.9,Witbier,4.5,3.5,4.0,4.0,3.5
fastsrt,228,Great Lakes Dortmunder Gold,5.8,Dortmunder / Export Lager,4.5,4.0,3.0,4.0,5.0
stulowitz,49111,Ölvisholt Páskabjór 2009,6.2,Weizenbock,3.0,4.0,3.0,3.0,3.0
madeofsteel,52695,Heavy Seas - The Great Pumpkin,8.0,Pumpkin Ale,3.5,4.5,4.0,3.5,3.5
Luk13,33869,La Trouille,6.6,Pumpkin Ale,3.5,3.5,2.0,3.0,3.5
mclanem,1879,Samuel Adams Cream Stout,4.9,Milk / Sweet Stout,4.5,3.0,5.0,4.5,4.0
roblowther,33822,Winter Warmer,8.5,Winter Warmer,5.0,4.0,4.0,4.0,4.0
JizackFH,42063,Hop Crisis,9.7,American Double / Imperial IPA,4.0,4.0,4.0,4.0,4.5
HalfFull,59,Allagash White,5.2,Witbier,3.5,3.5,3.5,3.0,3.5
GregoryVII,31748,Bière De Mars,6.5,Bière de Garde,4.5,4.5,4.0,4.0,4.0
taxguyjase,59382,Millstream Back Road Stout,6.7,Oatmeal Stout,3.0,3.5,3.5,3.0,3.5
mikesgroove,57114,El Camino (Un)Real Black Ale,9.5,American Strong Ale,4.0,4.0,4.0,4.0,4.5
Thorpe429,53936,Starlight Lager,5.2,Munich Helles Lager,4.0,3.0,4.0,3.5,3.0
lacqueredmouse,60420,Sierra Nevada Tumbler Autumn Brown Ale,5.5,American Brown Ale,4.5,4.0,4.0,4.0,4.0
BoitSansSoif,672,Chimay Première (Red),7.0,Dubbel,4.5,4.0,4.0,4.5,4.5
spree92,68625,Dussel-Port Altbier,4.8,Altbier,3.5,3.5,4.0,4.0,4.0
nassaubeercop,61538,Hedgerow Bitter,5.4,English Pale Ale,3.0,3.0,3.5,3.0,3.0
jeffjeff1,42081,Leafer Madness,9.0,American Double / Imperial IPA,4.5,4.0,4.0,4.0,3.5
srandycarter,9171,Pangaea,7.0,Belgian Strong Pale Ale,3.5,4.0,4.5,3.5,3.5
alexgash,23334,Amber Ale,5.5,American Amber / Red Ale,3.0,3.0,3.5,3.0,3.0
granger10,17879,Mestreechs Aajt (US - Non-Saccharin Version),5.0,Flanders Oud Bruin,4.0,3.5,4.0,3.5,3.5
Viggo,49891,Unfiltered Double Simcoe IPA,9.0,American Double / Imperial IPA,4.0,4.5,4.5,3.5,4.0
rebel1771,65383,Spring Ale Dortmunder Style,5.5,Dortmunder / Export Lager,3.5,4.0,4.0,3.5,3.5
trappistlover,54572,Bavarian Style Hefeweizen,5.0,Hefeweizen,4.0,4.0,4.0,4.0,3.5
DaveHS,62040,Barrel Aged Brrrbon (Brothers' Reserve Series),9.4,Winter Warmer,3.0,4.0,4.0,4.0,3.5
xnicknj,43328,Harpoon Leviathan - Triticus,11.5,Wheatwine,3.5,4.0,4.0,3.5,3.5
Rifugium,21690,Pliny The Younger,11.0,American Double / Imperial IPA,5.0,4.5,4.5,4.5,5.0
NODAK,15813,Great Lakes Blackout Stout,9.0,Russian Imperial Stout,3.0,4.0,4.0,3.0,3.5
mshallah,288,Prelude Special Ale,6.8,Winter Warmer,4.0,4.0,4.0,4.0,4.5
elmocoso,2755,Pacífico,4.8,American Adjunct Lager,2.0,2.0,2.5,2.0,2.0
csmiley,38149,Cable Car,7.0,American Wild Ale,4.5,4.5,4.0,5.0,5.0
oline73,2526,Highland Gaelic Ale,5.8,American Amber / Red Ale,3.0,3.5,3.0,3.0,3.0
LarryV,27630,Old Salt Ale,5.1,American Pale Wheat Ale,3.0,4.0,4.0,4.0,4.0
tmitch75,1904,Sierra Nevada Celebration Ale,6.8,American IPA,4.5,4.5,4.0,5.0,4.5
MrHungryMonkey,57272,LongShot Mile High Barley Wine Ale,9.8,American Barleywine,4.5,4.5,4.5,4.5,4.0
bigfnjoe,46363,Jai Alai IPA,7.5,American IPA,4.0,4.5,4.0,4.0,4.5
punkrkr27,49742,110K+OT Batch #2 - I.R.I.S.,11.5,Russian Imperial Stout,4.5,4.5,5.0,5.0,4.5
Boto,40528,Rising Moon Spring Ale,5.4,American Amber / Red Ale,2.0,2.0,3.5,2.5,2.5
gford217,2296,Moose Drool Brown Ale,5.1,American Brown Ale,4.0,4.0,4.0,3.5,3.5
Scotchboy,34420,The Abyss,11.0,American Double / Imperial Stout,4.5,4.5,4.5,4.5,4.5
ATLbeerDog,46022,Dancing Hobo,13.0,Fruit / Vegetable Beer,4.5,4.0,3.5,4.0,5.0
bamadog,33426,Arcadia Big Dick's Olde Ale,8.0,Old Ale,3.5,3.0,4.0,3.0,3.0
Hojaminbag,20335,Opa Opa IPA,6.0,American IPA,4.0,3.5,3.5,4.0,3.5
HitokiriNate85,37192,Ayinger Weizenbock,7.1,Weizenbock,4.0,4.0,4.0,3.5,4.0
Rguardian989,55412,GUBNA Imperial IPA,10.0,American Double / Imperial IPA,3.5,4.0,4.0,3.5,3.5
azdback,2420,Bison Organic Chocolate Stout,5.0,American Stout,3.0,4.5,4.0,3.0,3.0
RblWthACoz,47228,Iniquity (Imperial Black Ale),9.0,American Black Ale,4.0,4.0,4.0,4.0,4.0
djeucalyptus,16074,Founders Red's Rye PA,6.6,Rye Beer,4.5,4.0,4.0,4.5,4.5
metter98,14407,New Town 11° Dark Lager,4.3,Munich Dunkel Lager,4.0,3.5,4.0,3.5,4.0
Georgiabeer,41421,Shark Attack Double Red Ale,9.0,American Amber / Red Ale,4.0,4.0,4.0,3.5,3.5
CaptDavyJones,1013,Storm King Stout,9.1,Russian Imperial Stout,4.5,4.0,4.0,4.0,4.0
MiracleMets22,27491,Žatec,4.6,Czech Pilsener,5.0,4.5,4.5,4.5,5.0
Naugros,1314,Xingu Black Beer,4.7,Schwarzbier,4.0,3.5,4.0,4.0,4.0
TheManiacalOne,5785,Hopback Summer Lightning,5.0,English Bitter,2.5,3.0,3.5,3.0,3.0
billybob,9088,IPA (India Pale Ale),7.3,American IPA,3.0,3.0,4.0,4.0,4.0
armock,34717,Springboard,6.2,Belgian Pale Ale,3.5,3.5,3.5,3.5,4.0
mikesgroove,44874,Glacier Harvest '08 Wet Hop Beer (100 Barrel Series #24),6.7,American Pale Ale (APA),4.0,3.5,4.0,4.0,3.5
July2Nov,1173,Santa's Private Reserve Ale,6.0,American Amber / Red Ale,3.5,3.5,4.0,3.5,3.5
MillySox,924,Franziskaner Hefe-Weisse Dunkel,5.0,Dunkelweizen,3.5,4.0,4.0,4.0,4.5
Viggo,36419,Thomas Hooker Oak Aged Imperial Porter,8.0,American Porter,4.0,4.5,3.5,4.0,4.5
schroederm,45668,Harpoon Rauchfetzen (100 Barrel Series #25),6.3,Rauchbier,4.0,3.0,4.0,4.5,4.5
Chaney,28793,Simcoe Single Hop IPA,6.9,American IPA,4.0,3.5,4.5,4.0,4.0
elmocoso,833,Samuel Adams Pale Ale,5.25,English Pale Ale,3.0,2.5,4.0,3.0,3.0
Med,44188,Old Odense,7.5,Herbed / Spiced Beer,4.5,4.0,4.0,4.5,5.0
barleyman,24206,Ettaler Kloster Dunkel,5.0,Munich Dunkel Lager,3.5,3.0,4.0,3.5,4.0
Tone,13765,ESB Special Ale,5.7,Extra Special / Strong Bitter (ESB),3.5,4.0,3.5,4.0,3.5
drabmuh,60284,SOS (Save Our Shore),7.0,German Pilsener,4.0,4.0,4.0,4.0,4.0
lacqueredmouse,8954,Cantillon Saint Lamvinus,6.0,Lambic - Fruit,3.5,3.5,3.5,3.5,4.0
Gusler,3041,True Blonde Ale,5.3,American Blonde Ale,4.0,3.5,3.0,3.0,3.5
Goliath,37389,Budweiser Chelada,5.0,Fruit / Vegetable Beer,1.0,1.5,1.5,1.5,1.5
Beerenauslese,57082,Valeir Blond,6.5,Belgian Pale Ale,4.5,4.0,4.0,4.5,4.0
ElGuapo,1244,Wild Goose Amber,5.0,American Amber / Red Ale,4.0,3.5,4.0,4.0,4.0
ketchepillar,576,Samuel Smith's Nut Brown Ale,5.0,English Brown Ale,4.5,4.0,4.5,5.0,5.0
mdfb79,69902,Motueka,5.2,American Pale Ale (APA),4.0,4.0,4.0,4.0,3.5
scaliasux,1312,Molson Canadian Lager,5.0,American Adjunct Lager,1.5,2.0,3.5,2.5,1.5
Crosling,2614,La Moneuse Spéciale Noël,8.0,Belgian Strong Pale Ale,4.5,4.5,5.0,4.5,4.5
marc77,695,Duvel,8.5,Belgian Strong Pale Ale,4.5,4.5,4.0,4.5,5.0
MrHungryMonkey,3277,Dry Stout,5.2,Irish Dry Stout,3.0,3.5,2.5,2.5,3.5
watermelonman,672,Chimay Première (Red),7.0,Dubbel,3.5,4.0,4.0,4.0,3.5
rhoadsrage,20358,Cherry Brackett,9.0,Braggot,4.5,5.0,4.5,4.5,4.5
jakester,1163,Belhaven Scottish Ale,5.2,Scottish Ale,4.5,4.0,4.5,4.0,4.5
NightINgale,571,Samuel Smith's Oatmeal Stout,5.0,Oatmeal Stout,4.5,4.5,4.5,4.5,4.5
Ottertude,1122,American Pale Ale,5.79,American Pale Ale (APA),3.5,3.0,3.5,4.0,3.5
UncleJimbo,16779,Leatherlips IPA,5.0,American IPA,4.5,4.5,4.5,4.5,4.5
t8s8l8,13159,Boon Oude Geuze,6.5,Gueuze,3.5,4.0,3.5,4.0,3.5
TurdFurgison,9755,Double White Ale,6.7,Witbier,4.5,4.5,3.0,4.5,4.5
Phyl21ca,55323,Intemporelle,8.5,Belgian Strong Pale Ale,3.0,3.0,3.0,3.0,3.5
mikey711,50564,Fat Head's Head Hunter IPA,7.5,American IPA,4.0,3.5,4.5,4.0,4.0
wcintula,2010,Bell's Java Stout,7.5,American Double / Imperial Stout,4.0,4.5,4.0,4.0,4.0
therica,70476,HopTopsy ESB,6.6,Extra Special / Strong Bitter (ESB),4.0,4.5,4.0,4.5,4.5
mgreenlaw,926,Theakston Old Peculier,5.7,Old Ale,4.0,3.5,4.0,3.0,4.0
RoyalT,2224,Gale's Christmas Ale,8.5,Winter Warmer,3.0,3.5,3.5,3.0,3.5
longpondbeerman,903,Saranac Adirondack Lager,5.5,German Pilsener,3.5,3.5,3.5,3.5,3.0
scaliasux,1390,Busch Light,4.1,Light Lager,2.5,2.0,2.5,3.0,2.5
Foxtrot,808,Weihenstephaner Hefeweissbier Dunkel,5.3,Dunkelweizen,4.5,4.5,4.0,3.5,4.5
mmmbeer,1711,Kasteel Donker,11.0,Quadrupel (Quad),2.5,3.0,3.5,3.5,2.5
Strix,1320,Bud Light,4.2,Light Lager,2.0,1.5,2.0,2.5,2.0
jondeelee,70155,Belgian Style Yeti,9.5,Russian Imperial Stout,4.5,4.5,4.5,4.0,4.5
david131,46903,LongShot Cranberry Wit,5.0,Witbier,3.0,3.5,4.0,4.0,3.0
cbutova,56973,Shakespeare Oatmeal Stout,6.1,Oatmeal Stout,4.0,4.0,5.0,3.0,4.0
ToddT,6322,Tröegs Hopback Amber Ale,6.0,American Amber / Red Ale,4.5,4.0,4.5,4.5,4.5
Rifugium,37331,Bengal Gold India Pale Ale,6.5,American IPA,3.5,3.0,3.5,3.5,3.5
EatsTacos,48039,Volcelest Blonde,5.7,Belgian Pale Ale,5.0,4.5,4.0,4.0,4.5
masstransplant,2151,Tire Bite Golden Ale,5.1,Kölsch,2.0,2.0,2.5,3.0,2.0
Doomcifer,52161,Newport Storm - Luke (Cyclone Series),8.6,American Amber / Red Ale,4.0,4.5,4.0,4.0,3.5
jdg204,7467,Rude Elf's Reserve (formerly Rudolph's Reserve),10.5,Belgian Strong Dark Ale,4.5,4.5,4.0,4.0,4.5
Dodo2step,402,SkullSplitter,8.5,Scotch Ale / Wee Heavy,3.5,3.0,4.5,3.5,3.5
GossageBrewery,104,Samuel Adams Boston Lager,4.9,Vienna Lager,4.0,4.0,4.5,3.5,4.0
ThreeWiseMen,47772,Stone Old Guardian Barley Wine Style Ale 2009,11.3,American Barleywine,3.5,3.0,4.5,4.0,3.5
Gueuzedude,10748,Ale Diablo,8.5,American Blonde Ale,3.0,3.5,3.0,3.0,3.5
match1112,1298,Little Kings Cream Ale,5.5,Cream Ale,3.5,3.0,3.5,3.5,3.0
Cyberkedi,52986,Lips Of Faith - Fall Wild Ale,8.5,American Wild Ale,4.0,4.0,4.5,4.5,4.0
wcudwight,18198,Heresy,8.0,Russian Imperial Stout,4.0,4.0,4.5,3.5,4.0
Gavage,65420,Bulls Bay Oyster Stout,6.5,American Stout,4.5,4.0,4.5,5.0,4.5
blitheringidiot,1116,De Dolle Dulle Teve (Mad Bitch),10.0,Tripel,4.5,4.5,4.5,4.5,4.5
IronDjinn,13826,Cantillon Lou Pepe - Gueuze,5.0,Gueuze,5.0,4.5,4.5,4.0,5.0
aaronh,276,Sierra Nevada Pale Ale,5.6,American Pale Ale (APA),4.0,4.0,5.0,4.0,4.0
BDTyre,3588,Bière Darbyste,5.8,Belgian Pale Ale,4.0,4.0,4.0,3.5,3.5
