review_profilename,beer_beerid,beer_name,beer_abv,beer_style,review_overall,review_aroma,review_appearance,review_palate,review_taste,km_labels
grub,705,J.W. Lees Vintage Harvest Ale,11.5,English Barleywine,5.0,5.0,4.5,4.5,5.0,1
rudylaw,55732,Bell's Batch 9000,12.5,American Strong Ale,4.0,4.0,4.0,4.5,4.5,3
guinness33,3632,Basil's Red Rocket Ale,5.0,American Amber / Red Ale,4.0,3.5,4.0,4.0,4.0,7
DrDemento456,60639,Arctic Amber,6.0,American Amber / Red Ale,4.0,4.0,4.5,4.5,4.0,10
kingchowchowwoof,290,Longfellow Winter Ale,5.9,English Porter,4.5,4.0,4.5,4.5,3.5,10
birchstick,66436,Myrcenary Double IPA,9.3,American Double / Imperial IPA,4.5,4.0,4.0,4.5,4.5,3
LeftyBWS,5096,Great Lakes Conway's Irish Ale,6.5,Irish Red Ale,4.5,4.0,4.0,3.5,3.5,5
thatguy314,53373,Chester County Bitter,4.5,English Bitter,4.0,3.5,4.0,4.5,3.5,7
SargeC,29602,Smithwick's,4.5,Irish Red Ale,4.0,3.5,3.5,3.5,4.0,6
ludachris,799,Radeberger Pilsner,4.8,German Pilsener,4.0,3.5,3.5,4.0,3.5,6
SrMonkey,2511,Bell's Cherry Stout,7.0,American Stout,2.5,3.5,4.0,3.0,3.0,4
SIRIUS2,3315,Buster Nut Brown Ale,5.15,English Brown Ale,4.0,4.0,3.5,3.5,4.0,5
Gusler,9603,Hacker-Pschorr Edelhell,5.5,Munich Helles Lager,3.5,3.5,3.5,3.5,3.5,0
gory4d,16400,AleSmith Wee Heavy,10.0,Scotch Ale / Wee Heavy,4.0,4.0,4.0,4.0,4.0,5
arizcards,21337,Decadent Imperial IPA,10.0,American Double / Imperial IPA,3.5,4.0,3.5,3.5,3.5,0
bobsy,54425,Mike Duggan #13 (#05) Festbier,5.2,Märzen / Oktoberfest,3.5,3.5,3.5,4.0,3.0,0
beachbum1975,21804,Smuttynose Wheat Wine (Big Beer Series),10.7,Wheatwine,3.5,4.0,4.0,4.0,4.0,5
amccormi,15881,Tröegs Nugget Nectar,7.5,American Amber / Red Ale,4.0,3.0,4.0,4.0,3.0,7
Gusler,198,Black Butte Porter,5.2,American Porter,4.5,4.0,4.5,4.0,4.5,10
WesWes,4939,Caywood Station Oatmeal Stout,5.5,Oatmeal Stout,4.0,4.0,4.0,4.0,3.5,5
BeerAdvocate,13554,Hyland's Sturbridge Farmhand Ale,4.0,American Blonde Ale,4.5,4.0,4.5,4.0,4.0,10
liamt07,60787,Taps Sinister Sam's Insane IPA,6.5,American IPA,4.5,4.0,4.0,4.0,3.5,5
wvsabbath,34146,Founders Double Trouble,9.4,American Double / Imperial IPA,4.0,3.5,4.0,3.5,4.0,7
explosivebeer,33644,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,Russian Imperial Stout,4.0,4.0,5.0,4.0,4.5,10
Bouleboubier,8617,Carling Black Label,5.0,American Adjunct Lager,3.0,1.5,3.5,3.5,2.5,9
dbossman,5385,Dark Horse Crooked Tree IPA,6.0,American IPA,4.5,4.0,4.0,4.0,4.5,3
Beerandraiderfan,449,Stella Artois,5.0,Euro Pale Lager,3.5,3.0,3.0,4.0,3.5,6
dude,41558,Newbold IPA,6.5,American IPA,4.0,4.0,3.5,4.0,3.5,5
wordemupg,41009,All Others Pale,6.0,American Pale Ale (APA),4.5,4.0,4.5,4.0,4.0,10
Bighuge,22551,Czech Pilsner,4.5,Czech Pilsener,4.0,4.0,4.0,4.0,4.0,5
Wetpaperbag,2015,Perseus Porter,5.39,American Porter,3.0,4.5,4.0,2.5,3.5,0
CMW,6549,Northern Hemisphere Harvest Wet Hop Ale,6.7,American IPA,4.0,4.0,4.5,4.0,4.5,10
Bizz88,737,Odell Levity Amber Ale,5.0,American Amber / Red Ale,4.0,4.0,4.0,4.0,4.0,5
Frozensoul327,1381,Yuengling Black & Tan,4.7,Black & Tan,3.5,3.0,4.0,3.0,3.5,0
Onenote81,34412,Slam Dunkelweizen,5.1,Dunkelweizen,3.0,3.5,3.0,4.0,2.5,4
Troyone,611,Hop Ottin' IPA,7.0,American IPA,4.0,4.5,4.5,4.0,4.0,10
fizzyfred,67,14'ER ESB,5.13,Extra Special / Strong Bitter (ESB),3.5,4.0,4.0,3.5,3.0,0
BuckeyeNation,8299,Dockside Pilsner,4.5,German Pilsener,4.0,3.5,4.0,4.0,3.5,7
grayburn,2671,Sierra Nevada Bigfoot Barleywine Style Ale,9.6,American Barleywine,5.0,4.5,4.5,4.0,5.0,1
MrDanno96,27800,Vanilla Porter,4.7,American Porter,2.0,3.0,2.5,1.5,3.0,9
goz,9873,Hi.P.A.,6.7,American IPA,5.0,4.0,4.0,4.0,4.5,3
PorterLover83,17625,Heavy Seas - Red Sky At Night (Saison Ale),7.5,Saison / Farmhouse Ale,3.5,3.5,3.0,4.0,4.0,6
rfgetz,34034,Conductor Imperial India Pale Ale,8.5,American Double / Imperial IPA,3.5,4.0,3.5,3.5,3.5,0
JISurfer,593,Rare Vos (Amber Ale),6.5,Belgian Pale Ale,3.5,4.0,4.5,3.5,4.0,10
woodychandler,3333,Leinenkugel's Original,4.6,American Adjunct Lager,2.5,2.0,3.0,2.0,3.0,9
CBFanWish,693,Shipyard IPA,5.8,English India Pale Ale (IPA),3.5,4.0,4.0,4.0,4.0,5
DoktorZee,37142,Coney Island Lager,5.5,American Amber / Red Lager,4.0,4.0,4.5,4.0,4.0,10
ByTor2112,3064,India Pale Ale,6.5,American IPA,4.0,4.0,3.5,3.5,4.0,5
Fish113d,10433,Porter,5.2,American Porter,5.0,4.0,3.5,4.5,4.0,3
Drew966,1441,Young's Old Nick Barley Wine Ale,7.2,English Barleywine,4.0,4.0,4.5,4.0,4.0,10
DijonKetchup,48972,Unikator Doppelbock,7.0,Doppelbock,5.0,4.5,4.5,4.0,4.5,1
Frosty80,17112,Bell's Hopslam Ale,10.0,American Double / Imperial IPA,4.0,5.0,4.0,4.5,5.0,1
joeskirkie,3940,Imperial,4.6,American Adjunct Lager,2.5,2.5,3.5,3.5,2.5,8
blumonkey,639,Newcastle Brown Ale,4.7,English Brown Ale,4.5,4.0,4.0,4.0,4.0,3
joemcgrath27,17984,Twilight Ale,5.0,American Blonde Ale,4.0,4.0,4.0,3.5,3.5,5
BEERchitect,1798,Boddingtons Pub Ale,4.7,English Pale Ale,4.5,3.0,4.5,4.5,3.5,7
Naerhu,10589,Tennoz Pale Ale,5.0,English Pale Ale,5.0,5.0,4.0,4.5,4.0,1
BlackHaddock,36122,BeeWyched,5.0,English Pale Ale,3.0,2.5,3.5,3.0,3.5,4
treehugger02010,2392,World Wide Stout,18.0,American Double / Imperial Stout,4.0,3.5,4.0,5.0,4.0,7
tai4ji2x,1493,Sweetwater IPA,6.3,American IPA,4.0,4.0,4.5,4.0,4.0,10
BigBry,54365,Annihilator Doppelbock,8.5,Doppelbock,3.5,3.5,4.0,4.0,3.5,0
Loki,7930,Atomium Grand Cru,8.0,Belgian Strong Pale Ale,4.5,4.0,4.0,3.5,4.5,3
Westsidethreat,19667,Heavy Seas - Peg Leg (Imperial Stout),8.0,Russian Imperial Stout,3.0,3.5,3.5,3.5,3.5,0
blitz134,18198,Heresy,8.0,Russian Imperial Stout,3.0,4.0,4.5,3.5,2.5,0
mendonjoebeer,599,Lindemans Framboise,2.5,Lambic - Fruit,3.5,4.5,4.0,4.0,4.5,5
Hautacam,185,Smuttynose Imperial Stout (Big Beer Series),9.8,Russian Imperial Stout,4.5,4.5,4.0,4.0,4.5,3
jctribe25,255,Ipswich Original Ale,5.4,English Pale Ale,4.5,4.0,4.5,4.0,4.0,10
mothman,46376,Old Rasputin XI,11.6,Russian Imperial Stout,4.5,4.5,4.5,4.0,4.0,10
czechsaaz,17060,Hercules Double IPA,10.0,American Double / Imperial IPA,4.5,3.5,3.5,4.0,5.0,3
Derranged,28577,Unearthly (Imperial India Pale Ale),9.5,American Double / Imperial IPA,3.5,3.0,4.0,3.0,3.0,4
TheMistler,448,Allagash Tripel Ale,9.0,Tripel,4.0,4.5,4.0,3.5,4.0,5
jgreenearrow,9171,Pangaea,7.0,Belgian Strong Pale Ale,4.0,4.5,4.0,3.5,4.0,5
walshclimb,243,Alba Scots Pine Ale,7.5,Scottish Gruit / Ancient Herbed Ale,3.5,4.0,3.5,4.0,4.0,5
krisandajt,51428,Wachusett Larry,7.5,American Double / Imperial IPA,4.5,3.5,4.0,4.5,3.5,7
males,46188,Sea Monster Imperial Stout,10.0,American Double / Imperial Stout,5.0,4.0,4.5,4.5,4.5,1
jwc215,1136,Geary's Summer Ale,6.0,Kölsch,3.5,3.0,4.0,4.0,3.5,0
Billolick,576,Samuel Smith's Nut Brown Ale,5.0,English Brown Ale,4.5,3.5,4.0,4.0,4.0,7
superspak,1153,Chicory Stout,5.2,American Stout,4.0,3.5,4.0,4.0,4.5,7
drumrboy22,228,Great Lakes Dortmunder Gold,5.8,Dortmunder / Export Lager,4.5,4.0,4.0,4.0,4.0,3
PDXHops,263,Schlitz,4.6,American Adjunct Lager,4.0,3.5,3.0,4.0,4.0,6
Rifugium,64955,Sea Level Stout,5.7,Irish Dry Stout,4.0,3.5,4.0,3.5,4.0,7
palliko,737,Odell Levity Amber Ale,5.0,American Amber / Red Ale,4.5,4.5,4.0,4.0,4.5,3
BigMike,59987,Summer Love,5.2,American Blonde Ale,4.0,3.5,4.0,4.0,4.0,7
PabstLou,33183,Pipeline Porter,5.4,American Porter,4.5,3.0,4.5,3.0,4.5,7
mcarroll10177,846,Samuel Adams Scotch Ale,5.4,Scotch Ale / Wee Heavy,4.0,5.0,5.0,3.0,4.0,10
magnj,3714,Philadelphia Pale Ale,4.3,American Pale Ale (APA),4.0,3.5,4.0,3.5,4.0,7
smcolw,38982,Smashing Berry Ale,4.3,Fruit / Vegetable Beer,2.0,2.5,3.0,2.0,2.0,2
biglite351,7697,Dark Horse Fore Smoked Stout,8.0,Smoked Beer,2.5,2.5,4.0,3.0,3.0,8
LiamStLiam,1657,XP Pale Ale,5.5,American Pale Ale (APA),4.0,4.0,4.0,4.0,4.0,5
oregonskibum,40732,Moose & Squirrel Russian Imperial Stout,8.0,Russian Imperial Stout,3.0,3.0,4.5,3.0,3.5,0
far333,15,Wild Goose Snow Goose Winter Ale,6.3,Winter Warmer,5.0,5.0,4.5,4.5,5.0,1
cburian,7520,Dark Lord Imperial Stout,15.0,Russian Imperial Stout,3.0,3.5,4.5,3.5,3.5,0
BuckeyeNation,37850,La Grande Blanche,7.5,Witbier,4.5,4.0,4.0,4.0,4.0,3
mntlover,20470,Stoudt's Double IPA (India Pale Ale),10.0,American Double / Imperial IPA,4.0,4.0,4.5,4.5,4.5,10
portia99,51194,Scratch Beer 21 (Naked Elf),7.8,Belgian Strong Pale Ale,4.5,4.0,4.0,4.5,4.0,3
kmpitz2,199,Immort Ale,11.0,American Strong Ale,4.5,3.5,4.0,4.0,4.0,7
beerluvr,1891,Third Coast Old Ale,10.2,American Barleywine,4.0,4.0,3.0,3.5,4.5,6
djbreezy,6301,Stone Levitation Ale,4.4,American Amber / Red Ale,4.0,4.0,4.0,3.5,4.0,5
irishmoss,16441,Stone 04.04.04 Vertical Epic Ale,8.5,Belgian Strong Pale Ale,4.5,4.0,4.0,4.5,4.0,3
tconboy,1946,Franziskaner Hefe-Weisse,5.0,Hefeweizen,3.5,4.0,4.0,3.0,3.0,0
bk3nj,909,Killian's Irish Red,4.9,American Amber / Red Lager,3.0,3.0,4.0,2.0,3.0,4
cpetrone84,6646,AleSmith Old Numbskull,11.0,American Barleywine,4.5,4.0,4.5,4.5,4.5,1
vette2006c5r,588,Yuengling Premium Beer,4.4,American Pale Lager,2.5,2.5,2.5,3.0,3.0,9
speter,47919,Warrior Single Hop IPA,6.9,American IPA,4.0,3.0,4.0,3.5,3.5,7
Zundo,60474,30th Anniversary - Jack & Ken's Ale,10.2,American Barleywine,4.5,4.0,4.5,4.5,4.5,1
dmamiano,76816,Sierra Nevada Ruthless Rye IPA,6.6,Rye Beer,4.0,4.0,3.5,4.0,4.0,5
RBorsato,794,Bell's Amber Ale,5.8,American Amber / Red Ale,3.0,3.0,3.5,3.5,3.0,4
sinistrsam,731,Weihenstephaner Hefeweissbier,5.4,Hefeweizen,4.5,4.5,4.0,3.5,4.5,3
Spider889,13637,Harvest Ale,6.7,Extra Special / Strong Bitter (ESB),4.0,5.0,3.5,4.0,4.0,5
ShanePB,49646,Sweet Josie Brown Ale,6.1,American Brown Ale,3.5,4.0,4.0,4.0,3.5,0
wagenvolks,2679,Younger's Special Bitter,4.8,English Bitter,4.0,3.0,3.0,4.0,4.0,6
OatherS,695,Duvel,8.5,Belgian Strong Pale Ale,3.5,3.0,5.0,4.0,3.5,0
cpetrone84,53764,Harvest Dance,9.1,Wheatwine,4.0,4.0,4.0,4.0,4.0,5
MbpBugeye,22505,Green Flash West Coast I.P.A.,7.3,American IPA,3.5,4.0,4.5,3.0,3.5,0
jcompton,11922,Titan IPA,7.1,American IPA,4.5,5.0,4.5,4.5,5.0,1
MrMcGibblets,37979,American Red Wheat,6.2,American Dark Wheat Ale,4.5,4.0,4.0,4.5,4.0,3
jkbusman,29015,Leinenkugel's Sunset Wheat,4.9,Witbier,3.0,2.5,3.5,2.5,1.5,8
avalon07,7183,Verhaeghe Echte Kriek / Echte Kriekenbier,6.8,Flanders Red Ale,4.0,4.5,4.0,4.5,4.0,3
willabys,63177,Cryptical Imperial Stout,7.52,American Double / Imperial Stout,5.0,4.5,5.0,5.0,4.5,1
kaszeta,307,Harpoon Summer Beer,5.5,Kölsch,3.5,3.5,4.0,2.5,2.5,4
brewQ,6372,Highland Kashmir IPA,5.6,American IPA,3.5,3.5,3.5,3.5,3.5,0
frederichar,34804,Landshark Lager,4.7,American Adjunct Lager,4.0,4.0,4.5,4.0,4.0,10
jimbotrost,1822,Smithwick's Ale,4.5,Irish Red Ale,3.5,3.5,4.0,3.5,3.5,0
Phyl21ca,71139,Harpoon Leviathan - Imperial Rye,8.9,Rye Beer,4.0,4.0,4.0,4.0,4.0,5
ffejherb,5441,Founders Centennial IPA,7.2,American IPA,3.5,3.5,4.0,3.0,4.0,0
vacax,30420,Sierra Nevada Torpedo Extra IPA,7.2,American IPA,3.0,3.5,4.0,3.5,3.0,0
northyorksammy,27750,Wee Heavy 2005,7.5,Scotch Ale / Wee Heavy,4.0,3.5,4.0,4.0,3.5,7
TMoney2591,35738,Hop Stoopid,8.0,American Double / Imperial IPA,3.5,4.0,3.5,4.0,3.5,5
FatSean,179,Cottrell Old Yankee Ale,5.0,American Pale Ale (APA),4.0,4.5,4.0,5.0,4.5,3
mcoh1030,567,Rolling Rock Extra Pale,4.6,American Adjunct Lager,3.0,2.5,3.0,3.0,3.0,9
Slatetank,14660,Shade Grown Coffee Porter,6.3,American Porter,4.5,4.0,4.5,4.0,4.0,10
IBUnit63,1745,Duchesse De Bourgogne,6.0,Flanders Red Ale,3.5,4.5,4.5,3.5,4.0,10
djura,29702,Valentins Weißbier,5.3,Hefeweizen,3.5,3.0,3.5,3.0,3.5,4
GCBrewingCo,26089,Cru D'or,8.0,Dubbel,2.5,3.5,3.5,3.5,3.0,4
TMoney2591,29993,Starr Hill Amber Ale,4.8,Irish Red Ale,3.5,3.5,4.0,3.5,3.0,0
Spica66,7971,Pliny The Elder,8.0,American Double / Imperial IPA,5.0,4.5,4.5,4.5,5.0,1
atis,50906,Kr&#257;slavas Ori&#291;in&#257;lais Gaiais (Kraslavas Original Pale),4.0,Euro Pale Lager,3.5,3.5,3.5,3.5,3.5,0
irishkyle21,41384,TEN,10.0,American Strong Ale,4.5,4.5,5.0,4.5,4.5,1
BigMcLargeHuge,3332,Rudyard's Rare Barley Wine,10.0,English Barleywine,4.5,4.0,4.0,4.0,4.0,3
dirtylou,62671,Back Forty Bock,5.5,Bock,4.0,3.0,4.0,3.5,3.5,7
far333,650,Guinness Extra Stout (Original),6.0,Irish Dry Stout,4.0,3.5,4.0,3.5,3.5,0
homebrewhawk,634,De Dolle Bos Keun,10.0,Belgian Strong Pale Ale,4.5,4.5,3.5,4.0,4.0,3
NeroFiddled,1834,Arcadia Whitsun Ale,6.2,American Pale Wheat Ale,4.0,3.5,3.5,3.5,4.0,6
GilGarp,58041,Breakwater Pale Ale,5.0,American Pale Ale (APA),4.5,4.5,3.5,4.0,4.5,3
colts9016,2732,Bell's Consecrator Doppelbock,8.0,Doppelbock,4.0,3.5,3.5,3.5,3.5,6
ClockworkOrange,48777,Wits End,5.4,Witbier,3.0,3.5,3.5,3.0,2.5,4
Darkale,103,Samuel Adams Summer Ale,5.3,American Pale Wheat Ale,2.0,3.0,3.0,2.5,2.0,8
HeroJH,8116,Hofbräu Dunkel,5.5,Munich Dunkel Lager,4.5,4.0,4.0,4.0,4.0,3
BeerisfoodLLC,781,Samuel Smith's Organically Produced Ale,5.0,English Pale Ale,4.0,4.0,4.0,3.5,4.5,5
beersarang,2543,"""Old Yeltsin"" Imperial Stout",9.0,Russian Imperial Stout,4.0,4.0,4.0,4.0,4.0,5
SleepyMonk,53388,Bashah,8.6,American Black Ale,3.5,3.5,4.5,3.0,4.0,0
Chickenhawk9932,102,Samuel Adams Octoberfest,5.3,Märzen / Oktoberfest,3.5,3.5,3.5,3.5,4.0,6
jera1350,3833,AleSmith Speedway Stout,12.0,American Double / Imperial Stout,4.5,5.0,4.5,4.5,4.5,1
tavernjef,20184,Wild Dog Double Pale Ale,9.0,American Double / Imperial IPA,4.5,4.5,4.5,4.5,5.0,1
Walsar,571,Samuel Smith's Oatmeal Stout,5.0,Oatmeal Stout,4.5,5.0,5.0,4.0,4.5,1
generallee,6550,Labatt Lager & Lime,5.0,Fruit / Vegetable Beer,4.0,3.5,3.0,4.0,3.5,6
Onenote81,29675,Skinny Dip,4.2,American Blonde Ale,4.0,4.0,4.0,3.5,3.5,5
Mdog,14368,Old Man (Winter Ale),7.7,Old Ale,3.5,3.0,3.5,3.5,3.5,6
mdaschaf,54657,Alpha Blonde,5.2,American Blonde Ale,3.5,3.5,3.0,4.0,3.5,6
MrHurmateeowish,74548,Third Voyage Double IPA,8.0,American Double / Imperial IPA,4.5,4.0,4.5,4.0,4.5,10
natasharai,30845,CynicAle,6.7,Saison / Farmhouse Ale,4.5,4.5,3.0,4.0,5.0,3
putnam,361,Brutal Bitter Ale,5.8,American IPA,3.5,3.5,4.0,3.5,3.5,0
Derek,53332,Pale Ale,5.0,English Pale Ale,4.0,3.0,3.0,3.5,4.0,6
BuckeyeNation,38870,Scratch Beer 4 - 2007,9.4,American Barleywine,4.5,4.0,4.5,4.0,4.5,10
deltatauhobbit,30288,Double Simcoe IPA,9.0,American Double / Imperial IPA,4.0,4.5,5.0,4.0,4.5,10
GbVDave,7523,Arbor Brewing Phat Abbot Belgian Triple,10.0,Tripel,4.5,4.5,4.0,4.0,4.0,3
twelvsies,1439,Whale's Tale Pale Ale,5.6,English Pale Ale,4.5,3.5,4.0,4.5,3.5,7
KajII,836,Brooklyn Ale / Pennant Ale '55,5.0,English Pale Ale,3.5,3.5,3.0,3.0,3.5,4
rarbring,73707,Oppigårds  Ekporter 2011,8.0,Baltic Porter,3.5,3.5,3.5,3.5,4.0,6
crass751,637,Old Speckled Hen,5.2,English Pale Ale,4.5,3.0,4.0,3.5,4.0,7
dyan,56275,Short's Key Lime Pie,5.75,Fruit / Vegetable Beer,1.5,1.5,3.5,2.5,2.5,8
Ivanthehero,25516,Highland Tasgall Ale,8.0,Scotch Ale / Wee Heavy,3.5,4.5,4.0,4.0,4.0,5
kunzbrew,1598,Old Slugger,5.5,American Pale Ale (APA),4.0,4.0,3.5,3.5,4.0,5
donteatpoop,35774,Blasphemy,11.8,Quadrupel (Quad),3.0,3.5,3.5,3.5,3.5,0
TMoney2591,34313,Kuhnhenn Bourbon Barrel Fourth Dementia,13.5,Old Ale,4.5,4.0,4.0,4.0,4.0,3
marvin213,38223,Bell Ringer,8.5,American Strong Ale,3.5,4.0,3.5,3.5,4.0,5
GClarkage,41471,Special Edition - Bock Beer,7.0,Bock,4.0,3.5,4.0,4.0,4.0,7
woodske1,59162,Exit 6,7.5,Belgian Pale Ale,4.5,4.0,4.0,4.5,5.0,3
johnnnniee,74414,Descendant Suffolk Dark Ale,7.0,English Stout,4.5,4.5,4.0,4.5,4.5,3
Beerdregs,1904,Sierra Nevada Celebration Ale,6.8,American IPA,4.0,3.5,4.0,4.0,4.5,7
Rayek,1904,Sierra Nevada Celebration Ale,6.8,American IPA,3.5,4.0,4.5,4.0,3.5,0
DaPeculierDane,28176,Bam Bière,4.5,Saison / Farmhouse Ale,2.5,3.5,4.0,3.0,3.0,4
Bitterbill,51300,Lips Of Faith - Biere De Mars,6.2,Bière de Garde,3.5,3.5,4.5,3.5,3.5,0
Phatz,27873,Dragonmead Crown Jewels India Pale Ale,7.0,English India Pale Ale (IPA),4.0,4.0,4.0,4.0,4.0,5
diablo14,15296,Beez Neez,4.6,American Pale Wheat Ale,1.0,1.5,2.0,1.5,1.5,2
connecticutpoet,18198,Heresy,8.0,Russian Imperial Stout,5.0,5.0,5.0,5.0,5.0,1
billab914,16520,Brian Boru Old Irish Red,5.9,Irish Red Ale,4.5,4.0,4.5,4.5,4.0,10
Bierguy5,28992,St. Vincent's Dubbel,8.0,Dubbel,4.0,3.5,4.5,3.5,4.0,7
pb9613,4073,Founders Pale Ale,5.4,American Pale Ale (APA),3.0,3.5,4.0,4.0,4.0,0
jgreenearrow,68960,Best Of Beer Camp: California Common - Beer Camp #8,6.5,California Common / Steam Beer,4.0,3.0,4.0,4.0,4.0,7
Anonmatel,1529,XXXX DL Lager,4.4,American Adjunct Lager,3.0,1.5,3.5,3.0,3.0,9
marvin213,2392,World Wide Stout,18.0,American Double / Imperial Stout,4.0,4.0,4.5,4.0,3.5,10
HoosierInOhio,47228,Iniquity (Imperial Black Ale),9.0,American Black Ale,3.5,3.5,4.0,3.0,3.5,0
yourefragile,66815,Art,6.5,Saison / Farmhouse Ale,4.5,4.0,4.5,3.5,4.5,10
oline73,57401,New Holland Envious,7.5,Fruit / Vegetable Beer,4.0,3.5,3.5,4.0,4.0,7
IrishRedRock,1608,Bornem Dubbel,7.0,Dubbel,4.0,4.5,4.5,4.0,4.0,10
Bcant,3711,Censored,6.75,American Amber / Red Ale,3.0,3.5,3.5,4.5,3.5,0
zeff80,3294,Pony Express Rattlesnake Pale Ale,5.2,American Pale Ale (APA),4.0,3.5,3.0,3.0,4.0,6
Ryan011235,11922,Titan IPA,7.1,American IPA,4.5,4.5,4.0,4.0,4.5,3
jctribe25,41839,Mayflower Porter,5.5,English Porter,4.5,4.5,4.5,4.5,4.5,1
CountJustinian,2318,Blue Point Toasted Lager,5.3,Vienna Lager,3.0,4.0,4.0,3.0,3.0,0
ptra1004,64139,The Kind IPA,6.8,American IPA,4.5,4.5,4.5,4.5,4.5,1
nrbw23,28877,Beer Geek Breakfast,7.5,American Double / Imperial Stout,4.5,4.5,4.0,4.5,4.0,3
bobjonesSD,9474,Temptation,7.25,American Wild Ale,5.0,4.5,4.0,4.5,4.5,1
Roy3268,5844,National Bohemian Ice Beer,5.7,American Adjunct Lager,4.5,4.0,3.0,3.0,4.0,6
Foxman,811,Bass Pale Ale,5.0,English Pale Ale,3.5,3.0,4.0,3.0,3.5,0
guinness33,36468,Cold Hop British-Style Ale,6.8,English India Pale Ale (IPA),4.5,4.5,4.0,4.0,4.5,3
northyorksammy,6322,Tröegs Hopback Amber Ale,6.0,American Amber / Red Ale,4.5,3.0,4.0,4.0,4.5,7
BeerSox,5028,Lake Trout Stout,5.8,American Stout,4.5,4.0,4.0,4.0,4.0,3
BeerPhan86,1331,Pabst Blue Ribbon (PBR),4.74,American Adjunct Lager,5.0,2.0,2.0,3.0,3.0,9
TheSarge,34514,Schlafly Reserve - Barleywine Style Ale,10.2,American Barleywine,4.5,3.0,2.5,5.0,5.0,3
Mora2000,27974,Schoune Gueuze La Spontanée 2005,8.0,Gueuze,4.0,4.0,4.0,4.0,4.0,5
Kegatron,43120,Coney Island Albino Python,6.0,Herbed / Spiced Beer,4.5,4.0,3.5,4.0,4.0,3
kshankar,16403,"Smuttynose IPA ""Finest Kind""",6.9,American IPA,3.5,4.0,3.5,4.0,4.0,5
wnhay,10927,Dark Star Imperial Stout,9.0,Russian Imperial Stout,3.0,4.0,4.0,4.0,3.5,0
MMansfield,59,Allagash White,5.2,Witbier,4.0,4.5,4.0,4.5,4.5,3
2LBrew,459,Fred,10.0,American Strong Ale,3.5,4.0,4.0,5.0,3.5,5
JoeMayo,33127,Darkness,10.3,Russian Imperial Stout,4.0,5.0,5.0,5.0,4.5,1
dickroop,20470,Stoudt's Double IPA (India Pale Ale),10.0,American Double / Imperial IPA,3.5,4.0,4.0,4.0,4.0,5
JizackFH,63341,Wet Hopped IPA,6.2,American IPA,4.0,3.5,4.0,4.0,4.5,7
JDFish,21861,Dundee Pale Bock Lager,6.2,Maibock / Helles Bock,4.0,4.0,3.5,3.5,4.5,5
WakeandBake,3835,Pandora's Bock,7.5,Bock,4.0,3.0,3.5,4.0,4.0,7
drabmuh,1002,Victory Lager,4.8,Munich Helles Lager,4.5,4.0,3.5,3.0,3.5,5
BACabrera,1686,Gösser Dark,4.5,Munich Dunkel Lager,4.0,3.5,4.0,3.5,4.5,7
DavoleBomb,30420,Sierra Nevada Torpedo Extra IPA,7.2,American IPA,4.0,3.5,4.5,4.5,4.0,7
foogerd,672,Chimay Première (Red),7.0,Dubbel,4.5,4.0,4.0,4.0,4.5,3
jpm30,9892,Allgäuer Fürstabt Hefeweizen,5.0,Hefeweizen,4.0,3.5,4.0,4.0,4.0,7
ddarity,15619,The Beast Grand Cru,16.83,Belgian Strong Dark Ale,4.0,4.0,3.5,4.0,4.5,3
schoolboy,4307,The Bitter End Pale Ale,5.2,American Pale Ale (APA),4.0,4.0,4.0,4.0,4.5,3
Shoegaze99,645,Trappistes Rochefort 10,11.3,Quadrupel (Quad),3.0,4.0,4.5,4.0,4.0,0
kdoc8,7348,Founders Porter,6.5,American Porter,5.0,5.0,4.0,4.5,4.5,1
mothman,16509,De Dolle Extra Export Stout,9.0,Foreign / Export Stout,1.5,2.5,3.0,2.0,2.0,2
mlazzaro,40057,Gemini (Imperial Blended Ale),10.5,American Strong Ale,3.5,4.0,3.5,3.5,4.0,5
gmfessen,724,Young's Special London Ale,6.4,Extra Special / Strong Bitter (ESB),4.5,4.0,4.5,4.5,4.0,10
sideshowrob,37323,Heavy Seas - Hang Ten (Weizen Doppelbock),10.0,Weizenbock,4.5,4.0,4.0,4.0,5.0,3
BEERchitect,650,Guinness Extra Stout (Original),6.0,Irish Dry Stout,4.0,3.5,4.0,4.0,3.5,7
Talisker,8410,Lavaman Red Ale,5.7,American Amber / Red Ale,4.0,3.5,3.5,4.0,3.5,6
siege06nd,35626,Odell IPA,7.0,American IPA,4.5,4.5,4.0,4.0,4.5,3
barleywinefiend,39497,Dark O' The Moon,6.5,Pumpkin Ale,3.5,3.5,4.0,3.5,3.0,0
atigerlife,9166,Raspberry Wheat,4.1,Fruit / Vegetable Beer,3.0,4.0,3.5,3.0,3.0,4
rambo10546,4452,Point Reyes Porter,6.0,American Porter,5.0,5.0,5.0,5.0,5.0,1
kirkmichel,37345,Kira,4.7,Witbier,4.0,3.5,4.5,4.0,4.0,7
Nickls,36782,Cuvee De Castleton,9.0,American Wild Ale,4.0,4.5,4.0,4.0,4.5,3
bobsy,55007,Bourbon Burly Wine,10.5,English Barleywine,3.5,4.0,3.5,3.5,3.5,0
ElmerBruisery,51991,Hoptober Golden Ale,6.0,American Blonde Ale,4.5,4.5,4.5,4.0,4.0,10
